Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Oceania,º Oceania,1961,BiocapPerCap,0.0252106389490972,0,1.26535063111921,7.1965517764429,4.56979596062546,15.2228698833197,28.2797788904563,,null
Oceania,º Oceania,1961,EFConsPerCap,0.0252106389490972,2.92166629267406,0.520777750626892,0.0553808067072572,0.997964091531688,2.7128422815417,7.23384186203069,,null
Oceania,º Oceania,1962,EFConsPerCap,0.0273229427208427,2.99078087386802,0.586844519871841,0.0575062720733037,0.887239360827056,2.59372740979625,7.14342137915731,,null
Oceania,º Oceania,1962,BiocapPerCap,0.0273229427208427,0,1.42507281989097,7.04355923091354,4.48517052329314,14.9378042213663,27.9189297381848,,null
Oceania,º Oceania,1963,EFConsPerCap,0.0291326659978573,3.14139133688167,0.877994424702335,0.0580621753637315,0.912263262852638,2.6039112158842,7.62275508168243,,null
Oceania,º Oceania,1963,BiocapPerCap,0.0291326659978573,0,1.53013452064568,6.8858348979406,4.39570529446973,14.6790790051415,27.5198863841953,,null
Oceania,º Oceania,1964,BiocapPerCap,0.0288753460032152,0,1.58747882133332,6.73050200561606,4.30533376265691,14.3920499481648,27.0442398837743,,null
Oceania,º Oceania,1964,EFConsPerCap,0.0288753460032152,3.31173994093379,0.649358275163377,0.0553669956625982,0.946784605288513,2.52833780521475,7.52046296826625,,null
Oceania,º Oceania,1965,BiocapPerCap,0.0218053704874453,0,1.19866227291874,6.55546099588708,4.21291820324889,14.1166914380522,26.1055382805943,,null
Oceania,º Oceania,1965,EFConsPerCap,0.0218053704874453,3.47926774304315,0.397078744030068,0.0605642895147867,0.937615658030593,2.56123518633689,7.45756699144293,,null
Oceania,º Oceania,1966,BiocapPerCap,0.0318107868071135,0,1.88627344248075,6.39028228238295,4.11604076202291,13.7572860344188,26.1816933081125,,null
Oceania,º Oceania,1966,EFConsPerCap,0.0318107868071135,3.69110822827156,1.23964439445081,0.0617711552917164,0.911690211843575,2.21160743678506,8.14763221344984,,null
Oceania,º Oceania,1967,EFConsPerCap,0.0201182567881623,3.75895376304291,0.328625517477001,0.060744107808949,0.876735479214029,2.26282127050245,7.30799839483351,,null
Oceania,º Oceania,1967,BiocapPerCap,0.0201182567881623,0,1.15514808684177,6.20291805009961,4.00722975710308,13.4055233469353,24.7909374977679,,null
Oceania,º Oceania,1968,EFConsPerCap,0.0345375352114445,3.83995391383551,1.28110304874496,0.0602726845232636,0.931792242844337,2.32368733525207,8.47134676041154,,null
Oceania,º Oceania,1968,BiocapPerCap,0.0345375352114445,0,2.00025030945404,6.02594883483521,3.89044762846026,12.9670484566781,24.9182327646391,,null
Oceania,º Oceania,1969,BiocapPerCap,0.0280109609365638,0,1.55104050757158,5.83516839918685,3.7875652253576,12.668937072308,23.8707221653606,,null
Oceania,º Oceania,1969,EFConsPerCap,0.0280109609365638,3.8479575999018,0.9198740876368,0.0589081228487477,0.904448339824011,2.46265691034414,8.22185602149209,,null
Oceania,º Oceania,1970,EFConsPerCap,0.0259009573605279,3.88487241022089,0.588861815989478,0.0575597598876741,0.894223191167958,2.36936751466235,7.82078564928891,,null
Oceania,º Oceania,1970,BiocapPerCap,0.0259009573605279,0,1.39227487779802,5.71905219291267,3.70125481973206,12.4923388325587,23.3308216803619,,null
Oceania,º Oceania,1971,BiocapPerCap,0.0279782368042978,0,1.47864957060618,5.60296234344728,3.63154929526593,12.2842233911401,23.0253628372638,,null
Oceania,º Oceania,1971,EFConsPerCap,0.0279782368042978,3.73619567390791,0.412508140478467,0.0552366459849633,0.909729176275126,2.81638830321552,7.95803617666629,,null
Oceania,º Oceania,1972,BiocapPerCap,0.0219946296907827,0,1.11578262321094,5.53129476045258,3.57378679377016,12.1652084932625,22.408067300387,,null
Oceania,º Oceania,1972,EFConsPerCap,0.0219946296907827,3.71796833988795,0.0276896336323836,0.065841043784361,0.850318503971735,2.65037030630161,7.3341824572688,,null
Oceania,º Oceania,1973,EFConsPerCap,0.0315074051314792,3.99624435625888,0.935052982889392,0.0650814619335468,0.874018622542942,2.30596383303937,8.20786866179559,,null
