Series Name,Series Code,Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Eritrea,ERI,..,..,1110.990526,1268.41711,1544.372512,1586.092241,1718.365625,1827.888351,1824.01317,1781.147653,1679.147143,1771.687338,1765.60398,1661.879354,1633.415639,1628.869863,1574.352158,1563.488302,1384.103605,1411.841397,1416.365802,1510.458929,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Estonia,EST,..,..,..,..,..,11361.84624,12144.59509,13733.28481,14436.72895,14270.99834,15703.02747,16803.51868,17937.83198,19389.44231,20733.53808,22807.18275,25298.64605,27383.46956,25968.97281,22187.9264,22740.972,24543.06747,25691.99964,26282.90884,27113.68592,27549.58137,28109.81704
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Ethiopia,ETH,651.9530906,584.3418123,514.7901555,561.936987,560.005935,574.8370982,626.1078843,626.4422652,587.2724941,599.9521059,618.2422187,650.4534965,641.5270258,609.9424177,673.4260045,732.3804985,789.8703701,856.9948399,924.518762,979.6225122,1073.826295,1162.783317,1230.575484,1325.755137,1424.526984,1533.107632,1608.293476
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Fiji,FJI,5891.290081,5678.875631,5951.983191,5994.266403,6212.418935,6287.005516,6513.375984,6302.722022,6325.183922,6829.074678,6673.847391,6782.284404,6986.677956,7048.447941,7406.361842,7426.778763,7513.217106,7383.264069,7384.086057,7208.005111,7352.08836,7488.829381,7537.926227,7839.874786,8222.253816,8477.644733,8447.264216
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Finland,FIN,28905.57032,27047.8399,26002.07995,25686.51002,26583.53333,27596.41289,28512.4344,30205.02044,31760.2768,33094.83843,34887.1788,35706.15333,36218.24016,36852.44392,38188.25109,39115.76479,40546.08073,42467.261,42574.64114,38867.79945,39848.1345,40683.52758,39912.94136,39428.31206,39017.53721,38885.89576,39521.5602
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,France,FRA,29527.97395,29811.10835,30137.75761,29823.61402,30409.68739,30931.81187,31250.29876,31867.79045,32879.65587,33825.43288,34896.38731,35320.42461,35456.67634,35494.78172,36216.16817,36522.07656,37129.68121,37772.07775,37634.92964,36340.50869,36872.22809,37457.28486,37344.53767,37366.93072,37531.42827,37765.75087,38061.09426
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Gabon,GAB,19500.72308,20142.48536,19006.09253,19242.34741,19444.79653,19895.62771,20101.3003,20727.66126,20919.29135,18581.84557,17782.51067,17714.18924,17231.19295,17170.89874,16832.30449,16803.36958,15860.20841,16312.40433,15287.98371,14822.23428,15355.7932,15893.51623,16159.49266,16502.80072,16678.46228,16836.60591,16786.00072
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Gambia, The",GMB,1506.392091,1499.729623,1502.569849,1503.866393,1464.828116,1437.006678,1428.126776,1456.327652,1464.746031,1513.542808,1549.572763,1589.572699,1489.999211,1541.981812,1598.312397,1533.236821,1501.788214,1507.685975,1544.516824,1593.003234,1644.228617,1524.756024,1560.317229,1584.740339,1550.205469,1568.022914,1554.884136
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Georgia,GEO,8006.504234,6272.848256,3429.673064,2406.214394,2177.919968,2294.775619,2616.965937,2946.176877,3067.641463,3180.324078,3263.859262,3445.579442,3658.707497,4116.196084,4414.776661,4902.092934,5432.077541,6183.343492,6408.060335,6254.867608,6733.783761,7315.090898,7881.329048,8254.010766,8749.156189,9025.133143,9276.766243
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Germany,DEU,31287.06981,32646.56184,33022.57555,32492.51853,33175.70858,33653.12964,33830.30566,34405.51921,35081.30421,35755.29931,36764.56293,37325.05255,37262.35129,36977.34601,37418.0925,37703.93294,39143.16624,40473.52745,40989.44311,38784.45248,40428.72103,42692.51976,42822.0994,42914.47611,43560.61924,43937.94713,44356.85773
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Ghana,GHA,1919.596636,1965.722726,1985.947819,2025.603107,2036.87097,2066.192367,2107.821691,2143.488962,2191.025788,2232.822774,2259.057405,2291.010478,2333.676058,2392.319911,2461.316024,2539.322806,2632.021144,2675.43675,2845.227326,2907.574748,3059.413699,3404.459566,3632.436455,3807.332985,3868.59107,3929.681044,3980.202106
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Greece,GRC,20686.13676,21072.93327,21058.96205,20600.47676,20907.53901,21247.0409,21759.06123,22622.91379,23374.15277,24000.13589,24839.07591,25731.20927,26642.76896,28119.40736,29469.5266,29559.28139,31136.44696,32073.9604,31881.71235,30430.41942,28726.07928,26141.31959,24364.26906,23746.08457,24081.63054,24170.30184,24223.99229
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Grenada,GRD,7241.559208,7328.878251,7210.877337,6990.019357,7029.738831,7118.56539,7394.600992,7740.442239,8633.436523,9217.768977,9651.488815,9434.79802,9735.111027,10627.81399,10530.10104,11893.82082,11384.65695,12043.5899,12117.64806,11276.48656,11177.99972,11220.82837,11048.50429,11262.6988,12038.47087,12757.96625,13167.05216
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Guatemala,GTM,5100.779193,5165.020568,5289.275622,5369.69987,5458.011297,5598.12004,5634.755905,5750.513678,5904.334176,5994.87089,6070.72006,6069.477514,6157.565888,6166.11241,6213.129857,6269.155585,6458.000891,6713.146445,6781.899637,6669.999875,6714.063596,6844.49564,6899.108739,7005.026928,7147.429228,7292.719104,7366.76848
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Guinea,GIN,1411.93335,1373.091535,1337.334623,1325.484686,1308.500824,1311.947682,1326.434153,1360.789864,1382.960121,1410.714993,1420.617585,1445.899488,1492.915683,1483.548487,1489.407559,1504.014606,1510.101934,1574.13588,1603.380353,1543.825528,1575.382311,1625.572663,1684.141405,1711.677474,1734.718422,1753.063116,1823.338788
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Guinea-Bissau,GNB,1573.871245,1614.466017,1592.840109,1587.791631,1601.854096,1637.655715,1793.031599,1876.125776,1326.239626,1316.925677,1363.340436,1366.492088,1325.822116,1305.425851,1312.522361,1338.286325,1338.34592,1349.441477,1359.915877,1371.05877,1400.362719,1475.38909,1412.953724,1421.340279,1398.25432,1446.468649,1491.681953
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Guyana,GUY,2843.143276,3009.326729,3228.323017,3468.687223,3740.219537,3911.50775,4216.71299,4487.24271,4425.460336,4573.024541,4521.902893,4630.025552,4681.045528,4634.155484,4788.106597,4698.82104,4948.724478,5308.405852,5424.61338,5621.963301,5847.857255,6130.837616,6420.114762,6697.873124,6910.55599,7074.207137,7266.335285
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Haiti,HTI,..,..,..,..,..,..,1716.986948,1731.601608,1737.987879,1754.099341,1739.392515,1692.838455,1661.409394,1641.109795,1558.532237,1561.960446,1572.302435,1599.802401,1588.677968,1613.087962,1502.032711,1562.278874,1584.832466,1629.358918,1652.854803,1651.228445,1653.961848
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Honduras,HND,3171.671357,3181.948879,3266.199993,3372.661065,3236.494078,3275.710256,3301.644545,3373.927752,3380.351462,3230.298484,3328.510589,3332.932069,3372.357245,3440.154359,3568.148416,3697.169854,3852.213734,4002.205166,4084.298699,3904.459519,3971.182994,4046.076252,4136.822058,4177.580271,4231.325067,4311.176397,4392.265947
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Hong Kong SAR, China",HKG,26974.2627,28276.86014,29788.71976,31097.14968,32239.89045,32358.07688,32271.39209,33635.93773,31394.08109,31875.1531,34016.67794,33956.2828,34366.31899,35486.66277,38274.36228,40922.95737,43520.51357,45937.44303,46635.1356,45390.48037,48107.72223,50085.95933,50378.33238,51732.47603,52789.45519,53595.24481,54353.90743
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Hungary,HUN,..,15148.28617,14689.86335,14621.89846,15073.44729,15319.2828,15347.79173,15892.41754,16604.18575,17181.94475,17951.73552,18683.98185,19585.7223,20397.84488,21466.22237,22452.81593,23353.8502,23491.74789,23734.24453,22202.15702,22404.2392,22841.21034,22582.07281,23119.01697,24161.42552,25034.45073,25664.136
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Iceland,ISL,29116.46296,28716.57552,27401.20376,27480.25677,28226.24145,28106.26685,29292.58706,30481.06187,32136.81062,33021.77575,34097.29617,34936.98294,34735.49466,35337.52861,37865.88701,39770.03909,40789.96432,43489.49517,43336.84012,40190.17541,38815.27565,39465.84594,39734.36621,41096.68978,41424.43837,42674.424,45116.23121
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,India,IND,1754.85733,1737.615043,1796.53235,1845.149081,1930.113047,2036.795929,2149.365504,2194.90259,2288.047839,2445.751079,2495.046633,2570.427887,2623.330279,2783.004355,2955.204824,3178.828724,3419.931107,3698.77749,3786.632677,4049.805115,4404.697005,4635.879137,4827.559656,5073.605489,5389.904384,5754.064597,6092.648097
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Indonesia,IDN,4625.37726,4859.926323,5088.868858,5331.065663,5642.402865,6012.811027,6387.013857,6591.199095,5645.574397,5611.217416,5805.808706,5934.13705,6115.567871,6319.670417,6546.494324,6824.606311,7102.11454,7450.602158,7792.629931,8044.97033,8433.497357,8837.820122,9251.175537,9643.27483,10003.08903,10367.6953,10764.548
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Iran, Islamic Rep.",IRN,11014.88355,12166.83304,12377.14626,12044.06709,11694.03937,11806.6847,12351.0585,12292.78975,12314.78073,12337.05952,12847.10543,12965.32583,13829.96061,14843.68223,15308.45479,15616.25466,16211.47406,17338.12648,17187.28763,17162.05336,17942.83284,18192.1056,16625.91922,16383.26035,16924.20068,16500.90051,18497.67701
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Iraq,IRQ,11521.73054,4033.031061,5198.148682,6575.402539,6624.892269,6560.741959,7061.035568,8296.622746,10845.23691,12368.64279,12176.81462,12105.02473,10959.01581,7134.574799,10710.55504,10895.46315,11703.47332,11575.28738,12217.44846,12299.40046,12717.59753,13261.60145,14625.97401,15078.16076,14696.64058,14928.8864,16086.91806
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Ireland,IRL,21453.23929,21741.84953,22315.96643,22802.5863,24020.19225,26199.72936,28023.12075,30598.29856,32854.72032,35935.81789,38849.85728,40455.28604,42289.04591,42903.65622,44940.92461,46613.52087,47878.97998,48937.47534,46062.60931,43487.45327,44030.37861,45179.83081,45097.0674,45722.5213,49327.39098,61543.2053,63301.15414
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Israel,ISR,20520.4105,20814.95641,21668.21961,21968.47512,22997.03,23870.01265,24489.33596,24759.60197,25208.11143,25462.87485,26824.70512,26206.43637,25725.46735,25459.08374,26156.04064,26761.23046,27662.34576,28744.35656,29082.06885,28787.49869,29743.00587,30558.39128,30582.15371,31250.80201,31702.08354,32024.35277,32688.4081
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Italy,ITA,31141.90286,31599.12068,31841.10915,31550.27191,32222.36069,33152.04099,33569.06299,34167.09526,34709.27281,35244.75654,36535.81877,37162.42334,37199.35237,37090.40522,37434.10009,37604.36062,38243.80633,38612.01165,37954.16066,35710.42,36201.16157,36347.34248,35227.62483,34219.83278,33945.84388,34317.57186,34699.86736
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Jamaica,JAM,7285.747238,7577.463513,7657.727888,8300.016978,8333.58154,8447.428582,8356.956898,8182.335855,7916.217445,7927.765154,7931.258686,7977.435634,8081.118325,8324.693746,8384.61017,8410.557452,8605.460069,8680.920903,8565.228626,8153.001926,7996.019488,8099.155573,8016.04319,8025.471361,8051.244028,8095.261867,8179.62034
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Japan,JPN,30447.25741,31361.94316,31540.41457,31516.48358,31680.53793,32425.23737,33345.86203,33624.62082,33154.86666,33010.99561,33871.84354,33927.59972,33888.77618,34333.13367,35078.27656,35658.19236,36141.62163,36697.3136,36278.46393,34317.50368,35749.77121,35774.69671,36367.57518,37148.66116,37322.84856,37818.09076,38252.30114
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Jordan,JOR,6283.255604,6069.134513,6812.149004,6751.223008,6754.880414,6895.206587,6825.007646,6881.670401,6950.139348,7062.437155,7234.964751,7483.647731,7775.790134,7935.330953,8399.124065,8799.589956,9158.945771,9493.477498,9714.782337,9749.143628,9472.768326,9214.206624,8964.263431,8756.710839,8622.185468,8491.050311,8389.604574
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kazakhstan,KAZ,13050.4865,11542.5625,10938.39019,9998.154353,8866.092277,8282.94719,8451.398817,8731.950125,8715.184514,9036.156102,9951.563906,11314.25077,12422.53484,13532.2312,14728.61641,16014.30786,17541.32577,18885.24324,19272.21401,18996.03768,20096.91807,21277.70637,21987.18834,22972.80187,23586.05646,23522.29052,23446.56506
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kenya,KEN,2380.409774,2337.045647,2245.519354,2184.312438,2174.741915,2204.31061,2230.367861,2178.548573,2188.571517,2178.252153,2132.085218,2153.048872,2106.64989,2110.177326,2158.190317,2223.951018,2303.748411,2394.751519,2335.168424,2347.11358,2475.843537,2556.870916,2602.503867,2682.976337,2753.026926,2835.643662,2925.600917
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kiribati,KIR,1961.120713,1926.847667,1915.959331,1908.372447,1917.171206,1891.051506,1894.417653,1895.318193,1985.772102,1921.851538,2007.130484,1944.169156,1983.497268,1987.968401,1920.004399,1976.16037,1904.991365,1905.481251,1829.829439,1796.298077,1731.538627,1706.480953,1762.060349,1830.937792,1815.128816,1967.301514,1955.155323
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Korea, Rep.",KOR,11632.59856,12710.59974,13356.02923,14126.25352,15272.29744,16566.4157,17655.53145,18526.58138,17386.98682,19216.14147,20756.7799,21530.26336,22997.18714,23549.36645,24605.53486,25516.82419,26697.03261,28013.70442,28588.37212,28642.8379,30352.10482,31228.5107,31776.89703,32548.71552,33425.68959,34177.65447,34985.84933
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,4605.401931,5843.692428,5798.790663,6141.396305,6297.543745,6672.955892,6917.654853,7362.30419,7496.567871,7685.104955,7875.931157,8169.283992,8332.649202,8530.023805,8644.865308,9097.136991,9331.687718
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kuwait,KWT,..,..,..,..,..,81017.12409,80453.95959,78426.99588,75940.39605,69981.56426,69920.17568,68472.83109,69392.77169,80462.60032,87555.15518,93469.54314,96244.33671,96870.42782,93698.4616,81922.53712,75204.14512,77459.53831,77618.00034,74084.52144,70831.82776,68476.32504,68861.7921
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kyrgyz Republic,KGZ,3474.667969,3149.934886,2681.332781,2266.164404,1811.643448,1696.363515,1789.853966,1938.83581,1949.832931,1991.301566,2074.505287,2164.268295,2144.12125,2270.924677,2401.265004,2370.166045,2417.579471,2599.206018,2790.9349,2837.031419,2790.170664,2920.60321,2869.838962,3120.542044,3181.642163,3237.602937,3293.700997
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Lao PDR,LAO,1708.034226,1731.964619,1778.6015,1834.494508,1935.156945,2023.606497,2117.863837,2218.939126,2264.76694,2388.26723,2485.025142,2586.566495,2698.441304,2819.896388,2954.19979,3114.998445,3328.34598,3520.745005,3732.007533,3946.861002,4218.782044,4495.15215,4794.108611,5115.592478,5436.482643,5755.059505,6073.223695
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Latvia,LVA,..,..,..,..,..,8283.847935,8575.313751,9438.485481,10149.29153,10500.21764,11175.15329,12051.86206,13058.75304,14297.19894,15658.90726,17522.26769,19786.22142,21939.07435,21384.31346,18609.33284,18251.95328,19773.38372,20827.9116,21595.26512,22216.52594,23034.53672,23728.51364
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Lebanon,LBN,7857.72417,10664.34866,10870.1597,11314.13476,11916.51377,12449.35634,12928.70699,12544.37329,12906.23864,12673.99224,12531.82228,12534.64355,12363.01704,12145.56579,12325.0582,12269.32097,12243.78809,13293.12842,14597.62576,15788.40732,16451.75983,15693.68728,15057.28703,14400.6408,13831.37523,13352.71339,13267.8857
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Lesotho,LSO,1379.399899,1447.893255,1518.327647,1540.893274,1602.968627,1628.364735,1694.573465,1734.833859,1741.459009,1731.566983,1781.183614,1827.744124,1825.144406,1892.661991,1909.134943,1959.283898,2025.417132,2105.497115,2227.571688,2253.833856,2365.683461,2500.014871,2617.302097,2631.004823,2677.198078,2708.148539,2736.354895
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Liberia,LBR,875.1895802,764.160812,505.2555263,342.4516117,266.2440396,247.4365395,262.5270328,503.1279405,605.6555477,687.8668645,838.6989396,832.4127724,843.5061996,579.1379729,583.0548795,597.8870314,624.0454923,656.871762,674.9848368,683.0614422,699.6537215,734.3262738,771.9054262,818.5893908,804.7198867,785.2468867,753.557379
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Libya,LBY,..,..,..,..,..,..,..,..,..,21470.71144,21921.55202,21199.38308,20665.83955,22987.91233,23639.72474,26044.50141,27318.99527,28621.6269,28983.51723,28435.18422,29630.22215,11192.79064,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Lithuania,LTU,..,..,..,..,..,9356.814098,9913.779056,10815.45749,11707.57417,11657.14852,12189.24822,13091.96296,14089.73255,15701.6123,16919.01718,18525.64757,20217.93148,22727.88237,23566.32236,20299.31476,21069.40023,22854.33466,24051.19755,25147.84574,26251.51712,26970.96093,27943.81512
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Luxembourg,LUX,57618.0207,61765.60104,62059.65311,63804.28576,65346.19924,65357.50427,65369.09583,68240.70365,71471.05669,76492.38825,81689.8164,82766.98904,85032.71188,85374.33983,87209.8194,88610.28987,91724.18249,97864.1951,94900.34672,89098.73424,91743.29389,92005.01684,89505.15896,90656.38042,93655.33416,94088.59223,94920.95872
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Macao SAR, China",MAC,40365.51425,40680.27513,44984.80207,46310.08457,47306.90521,47887.08487,46731.6987,45673.23636,42705.59117,40825.09766,42225.42267,42443.13152,45126.6144,49153.56222,60810.4754,64199.39272,71159.99828,79743.32636,80762.47918,80121.34666,98184.37837,116752.2116,124568.8104,135318.9133,130755.1155,100444.5591,97751.78798
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Macedonia, FYR",MKD,9633.199073,9052.024877,8477.488081,7862.591149,7733.416201,7641.236887,7707.732713,7779.01119,7992.050944,8288.010033,8620.649199,8323.414678,8422.676187,8590.987024,8976.737029,9386.02697,9854.447746,10480.62426,11043.82773,10995.10179,11355.36749,11611.85199,11549.66814,11877.77368,12298.49018,12759.8166,13054.89081
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Madagascar,MDG,1653.1589,1504.215132,1477.697724,1464.148966,1419.309762,1399.81077,1385.944942,1392.545225,1402.256119,1422.096303,1444.029429,1484.407782,1257.293553,1339.256331,1368.181585,1389.500912,1417.278583,1462.858323,1523.019873,1421.188472,1385.685072,1367.543082,1370.950275,1364.345909,1372.020961,1377.168213,1396.669615
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Malawi,MWI,744.1970806,792.0793747,727.3152219,795.6677987,711.1924352,820.773968,863.3410719,872.5993321,879.2442764,878.1341971,865.957498,800.384183,792.4548773,815.7392038,836.9343843,840.1866863,854.1581644,908.3108489,948.2265195,996.2452685,1032.962881,1051.185996,1039.759359,1062.164941,1090.367208,1088.701805,1083.801421
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Malaysia,MYS,10551.57864,11252.40439,11940.76436,12797.69308,13632.62274,14600.96321,15658.2819,16382.53805,14800.6811,15332.71506,16309.96799,16039.31132,16554.78265,17165.54876,17976.52558,18576.94909,19251.18818,20684.55099,20988.70033,20092.22243,21107.26794,21818.87569,22590.79152,23224.18844,24194.63391,25001.61267,25668.88436
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,3801.006408,3906.452145,10622.11997,10965.0052,9274.06074,11390.73507,11951.81408,12744.78318,11508.40223,12005.5046,12664.99067,12611.58585,13148.73196,13737.41412,13705.00532,14231.53413
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mali,MLI,1271.794077,1390.400729,1312.911199,1319.270986,1332.849318,1309.962932,1366.486241,1396.034678,1463.149844,1505.535855,1462.919767,1639.203242,1639.92608,1734.886394,1706.956336,1760.693934,1783.110326,1784.878485,1808.887626,1832.808081,1871.984744,1874.70303,1804.942604,1793.723666,1865.160622,1919.228421,1971.08448
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Malta,MLT,16156.57433,16710.91066,17315.25247,17911.319,18747.34673,19797.89407,20411.28108,21322.32017,22270.00505,23183.29082,24593.63678,24558.10113,25102.78238,25572.58554,25514.04129,26311.15121,26694.87101,27662.40588,28402.7254,27495.29911,28329.87666,28609.93107,29132.56748,30188.97338,32349.99141,34272.74845,35705.09569
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Marshall Islands,MHL,2907.880972,2839.769649,2986.911287,3123.924624,3273.074916,3511.351429,3125.92721,2907.9771,2812.590393,2737.050659,2893.836644,3047.641249,3128.862066,3136.711119,3142.962279,3235.774524,3280.81341,3396.818863,3335.763023,3274.794201,3479.155303,3513.291213,3626.424778,3720.958116,3685.462574,3665.375373,3730.333989
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mauritania,MRT,2806.73383,2781.480615,2759.187038,2843.770064,2681.622684,2861.843656,2939.725671,2735.963972,2726.338139,2847.717627,2751.155549,2724.593151,2663.96032,2743.128115,2819.081969,2985.690698,3449.960156,3448.64871,3388.835433,3259.07635,3316.97478,3371.994582,3462.56176,3565.521999,3655.388509,3601.61435,3572.28055
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mauritius,MUS,7386.824387,7631.636037,8022.409719,8330.761304,8554.71954,8845.133144,9244.352261,9648.553906,10127.24,10260.37247,11077.14762,11272.81248,11431.4048,11763.99455,12362.15915,12441.73546,13441.20596,14146.39842,14854.64338,15306.38801,15938.41921,16561.77098,17093.32093,17628.82937,18255.86972,18864.10566,19567.48966
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mexico,MEX,12584.4679,12857.6858,13060.72761,13325.33619,13691.01953,12669.85496,13184.0094,13870.88888,14296.79512,14461.6361,15015.1523,14729.13226,14566.45335,14594.00212,15028.14141,15273.097,15792.4009,16044.25262,16007.63213,15011.75175,15534.94563,15922.89816,16324.42937,16315.86272,16459.82,16671.91198,16832.46304
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Micronesia, Fed. Sts.",FSM,2721.056867,2850.138504,2887.963474,3047.310307,2970.348196,3136.437906,3016.744082,2829.629773,2920.371435,2972.370821,3119.115444,3181.519429,3206.050234,3273.576579,3178.199972,3255.204632,3266.699213,3221.063128,3167.71663,3220.976301,3297.656934,3412.906554,3343.876355,3208.682874,3130.05445,3271.267021,3253.479755
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Moldova,MDA,..,..,..,..,..,2605.431736,2457.22393,2506.950748,2343.887954,2268.499035,2321.027796,2468.123711,2666.805992,2850.831684,3069.379009,3307.620334,3476.03341,3588.621318,3875.904364,3647.9523,3910.860533,4179.214809,4150.504763,4541.868222,4762.780873,4746.784911,4944.399693
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mongolia,MNG,5122.531607,4605.980667,4131.96682,3966.209989,4020.141059,4243.836175,4303.988873,4435.082313,4544.502058,4643.482263,4655.022604,4748.226602,4924.356135,5214.603003,5705.033517,6047.134735,6483.534998,7055.138106,7576.481363,7367.785987,7708.599994,8881.48475,9788.825022,10720.06215,11348.64734,11411.94211,11361.00642
