Series Name,Series Code,Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Montenegro,MNE,..,..,..,..,..,..,..,10530.97135,11080.76677,10066.69154,10396.79008,10468.94683,10625.19073,10847.43613,11304.6722,11761.26521,12752.90205,14092.61696,14559.21315,13686.10006,14034.58456,14472.47354,14066.4356,14551.44671,14796.63919,15289.7174,15737.02113
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Morocco,MAR,3912.005724,4118.022928,3960.066109,3863.407859,4203.00594,3915.217615,4337.143266,4212.621511,4460.469675,4453.466601,4483.808406,4754.192333,4843.989892,5071.7173,5252.301097,5361.662834,5700.923327,5834.012241,6106.845445,6287.870644,6443.253613,6688.402606,6791.335135,6995.938186,7078.881489,7296.934401,7285.908321
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mozambique,MOZ,378.5342735,387.0232878,354.2845353,370.4504103,378.2752827,373.4353116,459.4264753,495.421676,540.0946165,567.5070211,561.6127534,615.3098217,650.1524781,672.1550957,703.3921868,742.4240037,791.927644,826.162668,857.5268817,885.7342817,917.763832,954.7991162,994.1248942,1034.589423,1079.821533,1118.219536,1128.279294
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Myanmar,MMR,742.9708935,728.0316749,788.3884299,826.1329063,877.4658474,927.0256813,974.2343699,1015.881079,1061.399627,1162.586326,1306.443236,1438.032802,1593.458886,1795.595797,2020.124804,2274.884736,2553.18939,2840.44801,3112.239736,3418.408661,3721.21144,3898.414627,4148.698196,4457.901329,4770.012099,5056.859041,5305.047137
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Namibia,NAM,5719.281973,5970.843391,6197.241085,5918.474163,5845.726499,5895.184261,5901.04968,5966.503403,5987.35259,6030.942022,6106.108164,6068.318413,6266.381787,6451.871611,7161.676346,7259.825028,7684.321193,8097.550854,8207.70498,8113.874117,8460.847368,8721.255524,8967.163152,9255.656528,9617.39696,9964.222994,9852.035111
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3955.167758,5331.32503,5803.977667,6592.436836,7339.304367,7905.088755,10078.39136,12561.44634,12270.29759,12950.52898
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nepal,NPL,1197.947803,1241.417555,1257.838694,1271.076035,1339.519724,1351.697162,1390.764758,1429.238951,1442.299383,1476.884761,1539.718672,1585.514374,1561.279151,1597.877279,1648.984749,1684.338712,1720.853441,1760.945708,1850.025041,1914.705969,1985.980341,2031.087465,2103.353638,2163.950489,2266.184298,2314.274881,2297.652539
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Netherlands,NLD,32090.21105,32614.90355,32921.48854,33103.95579,33879.30608,34762.86937,35837.03074,37186.06045,38629.9402,40312.23648,41721.69405,42287.56189,42062.04727,41982.92143,42686.88683,43507.30043,44965.885,46527.61839,47134.30299,45125.80592,45524.66214,46066.65241,45411.35235,45191.48625,45668.44147,46494.36426,47269.63295
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,New Zealand,NZL,24160.77465,22767.49661,22781.56767,23963.9498,24861.60908,25660.41697,26173.76674,26358.25224,26337.84278,27628.91173,28264.56512,29066.97949,29900.40008,30652.10961,31392.12589,32064.55188,32564.3035,33193.62663,32544.63753,32122.83757,32252.91885,32734.53667,33286.75699,33841.18029,34468.76856,34948.51864,35267.64328
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nicaragua,NIC,3003.519024,2932.528436,2879.620011,2806.60181,2839.876474,2948.095598,3076.072618,3140.723518,3201.78776,3371.650354,3456.081707,3506.818717,3484.76269,3525.469463,3664.624027,3772.095147,3864.693486,4008.008361,4092.061412,3906.989107,4028.712087,4231.497518,4453.253514,4618.727191,4784.830461,4960.912412,5136.841574
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Niger,NER,894.2512115,887.8243584,803.1324726,787.7760861,791.6282977,784.3531743,782.8681566,775.9732237,826.288654,792.2251305,753.1856603,777.9816469,772.8208062,784.7915068,757.440999,762.9627464,777.8772208,773.0196487,815.9720956,780.1670953,813.977388,801.6042311,862.5874746,873.7959062,904.1639814,904.5797813,914.4670358
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nigeria,NGA,3041.509363,2946.741877,2885.838707,2873.33723,2828.087519,2750.071529,2816.43946,2824.21026,2829.544477,2772.886325,2848.15052,2900.036061,2934.86068,3157.613278,4116.156737,4149.277997,4374.284423,4551.605434,4710.55466,4904.920946,5150.158818,5259.295504,5339.451668,5479.058339,5671.900601,5670.639443,5434.734795
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Norway,NOR,42813.76496,43924.62825,45232.84169,46243.77986,48305.7807,50051.87133,52302.69134,54768.94898,55872.63975,56608.56513,58045.06727,58956.39415,59482.36596,59678.44753,61675.60078,62864.79647,63854.11354,65083.2587,64586.1779,62698.28536,62350.41071,62145.02615,63003.4109,62896.29006,63419.31478,64008.28683,64139.54705
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Oman,OMN,35041.80353,35568.43822,36820.84786,37371.96958,37441.43395,38316.16814,38911.60735,41018.97029,42063.52947,41954.33762,43965.55526,45399.89758,44140.49348,42044.34299,41551.18192,41457.98728,42472.13192,43034.2512,44938.51704,45635.52941,45334.82943,42121.26213,43029.57136,41924.49977,40282.68768,40138.95172,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Pakistan,PAK,3054.953358,3121.123623,3272.479515,3244.364469,3280.75556,3357.789692,3433.612204,3383.841499,3387.058785,3429.29084,3494.911632,3486.718665,3523.190968,3617.676767,3804.983936,4013.427033,4174.979611,4288.331463,4273.035123,4304.469172,4283.607312,4309.763713,4367.451996,4464.090289,4576.227015,4695.699879,4854.632259
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Palau,PLW,..,16319.74912,14871.63468,12684.87176,13235.08178,14297.43342,15393.57321,15372.24772,15340.25756,14239.0103,13654.15679,14061.53774,14852.85771,13839.50191,14758.87361,14876.45172,14407.68561,14325.68038,13422.14768,12126.25238,12411.96477,12963.12167,13359.36558,12982.84047,13576.88444,14982.40754,15119.37092
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Panama,PAN,7815.682391,8375.014896,8876.037056,9169.40764,9239.129071,9210.367801,9392.045481,9797.071878,10305.49045,10496.99443,10571.57031,10428.08837,10458.85899,10695.24835,11287.4284,11877.81001,12671.76631,13936.01771,14867.26842,14838.54881,15419.34162,16939.88317,18183.88507,19057.44695,19871.83807,20674.29973,21334.93968
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Papua New Guinea,PNG,2373.572269,2535.539121,2815.077789,3244.750015,3351.493857,3158.596006,3316.03877,3104.677967,2910.715526,2888.675183,2744.960061,2672.59777,2601.821519,2592.497008,2597.869789,2695.677486,2691.230372,2918.780305,2841.901822,2965.114744,3191.579149,3155.403568,3230.565187,3282.55246,3616.097795,3866.513529,3878.287729
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Paraguay,PRY,6036.472612,6088.894613,6039.468385,6185.272144,6361.089355,6638.628036,6591.035385,6719.392539,6579.998899,6355.703173,6084.791177,5918.056542,5807.245893,5950.84842,6088.304301,6119.751209,6318.750789,6568.253231,6892.409354,6531.886411,7289.51391,7504.653644,7312.40983,8227.214713,8501.54354,8639.28685,8871.37954
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Peru,PER,5312.684664,5319.341299,5184.96718,5351.594571,5899.563783,6226.245611,6295.160401,6598.585226,6475.632815,6479.474097,6563.267935,6516.693156,6784.222227,6978.570061,7234.490542,7595.271846,8067.898678,8649.080663,9323.353938,9308.674789,9956.556637,10449.09326,10943.91927,11430.25578,11545.38764,11767.52174,12071.59238
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Philippines,PHL,4010.202824,3889.005127,3808.17057,3796.882439,3871.354122,3959.666668,4096.675582,4213.64035,4097.977627,4133.402758,4224.113086,4255.042819,4318.737195,4441.674976,4647.011127,4778.97122,4941.598588,5181.00341,5309.442145,5284.865123,5596.837288,5707.204842,5988.803903,6306.746066,6585.895949,6874.582566,7236.467071
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Poland,POL,10276.57333,9521.780497,9731.361156,10069.49509,10580.10463,11300.27108,11975.5672,12740.79267,13323.97073,13943.65519,14732.482,14920.45973,15232.13015,15785.42086,16605.81843,17193.52373,18267.58802,19563.29763,20391.90022,20952.80167,21770.64444,22850.63885,23218.1113,23555.49621,24347.07366,25299.97435,26035.8379
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Portugal,PRT,20166.92799,21096.42846,21342.85656,20881.20607,21026.02091,21850.74,22529.92016,23422.33637,24420.94796,25227.38842,25999.49069,26318.47785,26375.96436,26031.64928,26439.93318,26593.2857,26957.63637,27575.23646,27590.3748,26743.19799,27238.46067,26780.21491,25805.84983,25654.6146,26023.6977,26607.83312,27102.6637
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Puerto Rico,PRI,22227.17784,22579.08471,23457.70836,24341.34528,25125.7888,26027.21765,26332.33542,27361.91362,28709.73054,30105.97584,31005.16652,32892.1562,33150.8281,33147.78355,36040.40047,35375.23196,35024.59049,34820.80949,34379.72744,33892.838,33924.05401,34195.64085,34622.05002,34913.62274,35066.04638,35291.80356,34995.49242
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,108323.9039,108055.0061,110654.4971,107615.8955,116418.2265,109802.3586,118585.1575,118831.6554,119723.1007,117064.8597,125140.8383,129349.9164,125302.08,122636.9216,120860.0676,119749.4285,118207.1346
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Romania,ROU,11479.7194,10083.96445,9283.374356,9438.139218,9823.512401,10546.05071,10985.76985,10486.82697,10289.21559,10264.00121,10523.44648,11268.06381,12071.19338,12830.24644,13982.11594,14655.66222,15930.35073,17277.11705,19053.45837,17855.11428,17818.06571,18095.06192,18292.29733,19008.76172,19667.05888,20545.07714,21614.68624
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Russian Federation,RUS,20639.00054,19553.5856,16704.93383,15274.22059,13370.85335,12813.39668,12370.09599,12564.03096,11917.84646,12719.89289,14050.85134,14829.08298,15604.14949,16818.74263,18098.36708,19325.93574,20970.1899,22798.97083,24005.99668,22121.85249,23107.78522,24310.04397,25156.42094,25551.08997,25284.5862,24516.54995,24416.62388
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Rwanda,RWA,864.8815872,865.1395848,963.7690366,942.1236267,491.7362753,673.5847562,736.2032626,785.8361268,790.3292321,766.1859505,785.4825471,821.2547806,907.0283703,911.6680628,963.9357166,1034.113351,1103.221499,1157.799441,1252.426495,1295.251485,1353.154072,1421.185929,1507.709855,1539.15601,1615.523336,1715.887074,1773.750484
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Samoa,WSM,3649.144217,3538.921508,3499.974858,3607.802844,3483.154586,3685.713886,3924.341024,3928.604459,3996.659685,4065.811846,4325.830632,4600.843262,4773.081877,4958.283843,5155.135068,5335.149447,5405.190891,5709.361492,5728.009131,5414.239286,5399.893096,5667.490534,5644.292861,5489.787094,5511.163112,5558.791879,5914.281291
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,San Marino,SMR,..,..,..,..,..,..,..,65352.68573,69499.64805,74921.50739,75678.5028,78890.03875,78148.90154,80118.52703,82713.82835,83600.04794,85726.80002,90727.20951,91087.92413,78444.72812,73862.33744,66053.1105,60282.54381,57750.45877,56620.54262,56372.36242,56500.46911
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,1997.754768,2017.580236,2018.961338,2101.167062,2130.049512,2227.489143,2374.126409,2394.663767,2531.528129,2533.747923,2641.513949,2695.629542,2718.163543,2785.734046,2901.614863,2946.796726,3001.894005
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Saudi Arabia,SAU,42457.11489,47262.89936,47702.40165,45784.8789,44905.85662,43980.90039,44207.12382,43838.09515,44251.47394,41721.7253,43071.44983,41472.85334,39194.77239,42344.41092,44390.95763,45538.49797,45527.2678,45130.13956,46678.55353,44481.47176,45421.22848,48524.63249,49658.6527,49537.58573,49958.44334,50723.71265,50458.16985
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Senegal,SEN,1844.868039,1835.174917,1802.429957,1772.361914,1722.091228,1765.822756,1755.693399,1766.7474,1826.888602,1897.008465,1910.535042,1948.678861,1911.942119,1987.322796,2049.271047,2107.680112,2102.475241,2147.440038,2166.24105,2157.397797,2183.995051,2158.181182,2187.17909,2195.963854,2218.551917,2293.853539,2379.451264
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Serbia,SRB,..,..,..,..,..,7393.094381,7579.980306,8147.362453,8377.091432,7386.248912,7984.836247,8397.923828,9003.795193,9421.371565,10297.67657,10900.91241,11480.58474,12206.03906,12915.96565,12563.78709,12688.12429,12967.91864,12898.70491,13294.9603,13112.90896,13277.80012,13720.89089
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Seychelles,SYC,14216.5299,14415.67098,15377.31306,15993.4304,15448.33633,15097.194,15608.90136,17272.09496,18360.92166,18340.82816,18453.10977,18018.24135,17687.64112,16835.77295,16416.56087,17812.27995,19086.45369,20968.21668,20064.3024,19764.80709,20365.11893,22556.58257,23812.87849,24791.39466,25218.40909,25524.955,26319.15863
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sierra Leone,SLE,1250.575193,1272.612398,1032.057339,1052.081095,1037.295232,956.2791382,971.3393461,909.3466454,915.3332785,880.2017129,912.7425576,816.2988805,985.3869874,1027.605402,1045.275344,1048.413904,1070.347609,1124.543017,1156.436539,1182.418044,1217.219235,1246.252789,1402.697094,1655.121779,1692.073025,1315.973533,1368.829098
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Singapore,SGP,34339.70718,35608.24963,37003.47371,40241.68452,43259.88407,44914.84352,46374.17927,48561.02965,45894.51506,48304.30989,51698.95977,49843.87244,51471.24298,54552.65684,59018.47926,61964.72586,65376.68278,68422.79243,66036.59928,63688.08289,72105.41392,75013.18666,76028.93737,78548.98731,80305.44988,80892.06484,81443.35646
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36327.2319,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Slovak Republic,SVK,..,..,11632.74526,11808.75927,12492.23211,13183.57921,14044.65265,14869.33937,15445.1404,15397.74523,15605.19611,16152.27108,16888.94319,17815.82984,18756.55395,20020.83759,21712.17836,24049.98337,25382.1684,23973.84139,25159.07755,25835.00476,26218.4716,26580.71785,27285.28467,28308.87977,29212.3782
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Slovenia,SVN,..,..,..,..,..,18431.04519,19091.06757,20094.45711,20800.00597,21881.43619,22723.32704,23356.70552,24222.70577,24896.11909,25962.90851,26955.47591,28389.3382,30190.72365,31137.77637,28451.54552,28678.37263,28804.70152,27976.91631,27622.68555,28417.65644,29037.74168,29930.03704
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Solomon Islands,SLB,1792.628991,1847.457669,2023.858964,2045.426402,2171.001281,2284.129889,2256.447295,2162.630444,2140.938685,2072.796386,1729.378963,1549.182602,1466.335581,1521.425568,1555.71445,1599.701055,1669.827716,1750.186003,1831.487859,1705.670315,1782.82935,1969.206168,2016.451299,2033.06661,2020.714776,2053.438806,2072.710578
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,South Africa,ZAF,9696.381073,9378.587725,8963.080343,8862.013723,8944.707592,9032.897441,9243.939258,9323.753921,9220.955054,9294.560825,9538.96554,9661.162357,9878.960059,10037.41837,10364.35975,10783.19161,11261.95626,11741.3495,11989.85633,11676.04131,11887.80134,12118.73786,12215.24055,12340.21432,12372.26528,12362.58381,12236.83195
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3717.011371,3739.874274,3789.923442,3482.048396,1813.339169,1985.495203,1989.560256,1808.161714,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Spain,ESP,23758.7281,24301.69219,24407.67554,24030.97766,24486.82293,25051.23368,25614.3895,26448.37866,27473.30696,28589.30859,29967.13145,30950.57323,31395.27602,31815.42134,32261.44449,32901.98773,33700.85211,34329.647,34163.94639,32652.51218,32507.09397,32068.27093,31109.18746,30678.9173,31195.40524,32291.1552,33320.03511
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sri Lanka,LKA,3612.338045,3733.282763,3853.387104,4076.092349,4263.973144,4461.818028,4599.855075,4866.842207,5069.661148,5259.813402,5541.908966,5418.437944,5590.036241,5874.01855,6143.591959,6476.239206,6921.244986,7339.196056,7723.238163,7945.070716,8529.570261,9193.358235,9980.23901,10267.52222,10726.5273,11196.39687,11639.30965
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Kitts and Nevis,KNA,14326.22524,13957.26331,14431.79867,15263.81613,15874.88119,16585.38256,17366.46402,18363.84813,18047.43553,18447.923,20173.27281,20990.5274,21231.99414,20176.73884,20614.65979,22127.64713,22254.38183,21959.39905,23086.47143,22145.49681,21412.20145,21689.30389,21319.23496,22399.09224,23483.01238,24169.85979,24463.61761
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Lucia,LCA,9566.824176,9467.884325,10100.91663,10016.45526,10058.30469,10103.99189,10260.00948,10034.45522,10527.82903,10670.65956,10527.1681,10032.13902,9981.624249,10372.46432,11077.874,10925.1864,11552.23281,11649.6184,12113.8418,11890.39136,11798.42579,12112.40013,11963.41781,11927.26383,11768.70705,11954.36122,12010.50151
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Vincent and the Grenadines,VCT,5576.149208,5623.316611,5971.453224,6220.175341,6140.462021,6617.845538,6705.940527,6945.601882,7235.134246,7434.165952,7554.635333,7677.371516,8150.909745,8761.171151,9107.742097,9318.463174,10019.88113,9848.748636,10494.01034,10265.45945,9915.577619,9871.648577,10009.13083,10193.27262,10315.82152,10447.52839,10623.38552
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sudan,SDN,1743.446039,1826.269446,1896.330564,1931.633844,1900.037532,1960.649671,2021.000348,2173.928276,2205.504326,2211.321994,2286.658691,2367.773089,2449.978332,2566.534085,2593.432883,2712.890404,2907.360956,3158.477972,3317.85604,3338.228978,3366.096261,3631.663456,4097.068622,4177.335653,4188.334814,4290.372249,4386.352577
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Suriname,SUR,10545.02055,10636.25276,10425.33658,9505.423952,9656.934944,9615.694648,9601.650827,10020.67626,10053.80724,9850.074631,9731.058619,10060.18575,10377.5537,10882.13138,11761.77932,12168.33351,12501.53302,13001.38318,13397.02023,13655.7387,14211.87752,14887.93681,15132.25261,15419.30738,15306.69244,14766.79918,13877.98601
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Swaziland,SWZ,5378.167768,5322.987151,5370.93354,5429.939265,5455.504073,5605.569907,5696.594636,5743.298014,5766.418926,5825.185825,5839.267051,5837.835663,6048.42325,6245.77658,6426.839172,6745.717803,7056.509128,7253.489219,7183.959074,7161.806823,7296.511119,7323.997665,7528.841673,7865.438371,7870.970748,7758.495563,7723.641059
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sweden,SWE,30933.63273,30371.40926,29843.97015,29058.23558,30031.82254,31076.90485,31498.44038,32393.4927,33743.96097,35245.13771,36854.86876,37330.70497,37980.98005,38742.68026,40257.92353,41227.30871,42918.01025,44051.46761,43466.14184,40862.97013,42942.5625,43755.06044,43308.21447,43475.80134,44167.63187,45679.278,46568.17715
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Switzerland,CHE,48181.75578,47147.53929,46610.1898,46129.44181,46344.26035,46256.97059,46301.83304,47271.35553,48540.27293,49128.03357,50775.97634,51117.88744,50815.15316,50459.50291,51505.09237,52770.46893,54531.9937,56269.1565,56755.83813,54805.57929,55866.30507,56183.83259,56149.67086,56535.74005,57218.02793,57264.1574,57427.89254
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tajikistan,TJK,3644.666922,3312.553008,2308.206925,1898.223406,1471.356424,1269.930252,1042.511314,1045.093741,1084.509437,1107.496064,1179.868723,1277.421441,1388.917218,1511.414636,1633.324595,1706.821159,1788.110936,1886.66563,1991.893162,2022.460983,2106.338756,2211.753822,2324.369287,2440.586951,2546.500484,2640.58952,2762.585453
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tanzania,TZA,1472.58375,1454.33064,1414.306721,1384.177184,1361.412353,1368.211617,1390.970798,1402.619589,1418.133015,1449.367072,1481.527903,1528.500436,1593.244872,1655.221156,1733.517325,1820.07786,1847.602651,1942.488616,1986.914954,2028.609813,2090.583225,2186.131582,2227.828714,2316.44306,2402.099346,2490.957101,2583.589673
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Thailand,THA,6650.439738,7134.4191,7633.864242,8189.119232,8763.399358,9381.023733,9802.577197,9421.133109,8598.287025,8889.057995,9189.060781,9417.998254,9914.430354,10547.89822,11134.14135,11525.37739,12024.67183,12607.08111,12757.15784,12605.37312,13486.56241,13535.13327,14448.32935,14777.97829,14853.46453,15236.70646,15683.03242
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,813.2487595,1273.310567,1446.270069,1304.126661,1226.076191,1193.889785,1234.409176,1137.603587,1248.311201,1407.881215,1570.653184,1702.232716,1801.676449,1850.872588,1855.336045,1887.666113,1920.150472,1984.660767
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Togo,TGO,1350.133276,1307.761682,1226.927054,1018.238329,1143.036576,1200.880848,1270.081427,1409.016684,1334.106066,1325.657698,1276.990341,1221.466431,1178.008315,1204.282612,1197.983399,1180.416217,1195.740229,1190.580141,1184.601851,1193.513083,1208.28121,1233.834912,1259.334474,1275.195451,1315.34026,1349.371568,1382.109747
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tonga,TON,3574.195232,3796.296289,3799.366263,3935.289449,4122.04024,4264.232505,4251.701851,4230.479359,4327.156125,4474.119799,4601.738191,4741.90785,4875.696568,4948.320971,4900.630755,4946.881308,4875.434323,4641.842176,4755.610258,4836.417883,4984.19363,5101.456005,5128.53418,4950.709252,5031.629951,5189.842453,5327.2672
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Trinidad and Tobago,TTO,12255.41389,12502.18456,12220.92964,11976.32954,12344.75533,12871.46008,13752.91808,14760.38732,15936.04189,17184.48678,18323.95826,19021.84963,20443.87863,23283.02293,25007.6684,26429.34528,29777.56705,31047.53484,31951.0206,30403.81002,31260.90705,31012.71642,31254.78873,31925.77727,31595.56001,31283.45801,30464.75917
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tunisia,TUN,5614.938383,5706.033665,6018.766664,6023.379562,6095.682127,6131.297603,6468.616998,6727.4545,6963.760802,7305.146991,7573.929213,7791.955558,7832.080845,8138.211054,8578.441655,8802.943118,9179.489146,9698.423639,10003.29949,10195.57651,10436.3656,10120.67717,10404.22329,10579.04294,10751.44607,10749.85917,10752.01683
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Turkey,TUR,11400.17814,11289.90986,11665.21327,12357.18159,11594.01885,12310.20184,13010.25689,13776.05667,13874.09019,13197.75597,13862.05043,12842.35786,13468.49905,14020.93611,15161.62025,16309.68325,17250.77173,17901.47793,17836.80519,16783.44147,17959.25911,19660.88949,20282.02838,21650.75677,22401.88043,23388.4813,23756.48429
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Turkmenistan,TKM,8316.756977,7713.442194,6372.936516,6289.5988,5069.65859,4600.950576,4818.178022,4202.477205,4441.334655,5113.152372,5333.089242,5506.288635,5465.458385,5588.665852,5808.663395,6495.367897,7124.610846,7815.008519,8844.633509,9248.886549,9942.426956,11212.53851,12235.36862,13236.03965,14332.36577,14992.32314,15648.37312
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tuvalu,TUV,2369.546919,2441.508361,2494.170346,2583.368493,2838.488379,2684.752469,2517.612811,2763.186155,3181.568103,3118.744841,3063.884546,3083.833597,3284.557367,3132.154764,3050.141464,2895.925897,2925.771145,3079.373919,3294.014445,3117.543849,3006.536799,3230.929323,3207.293505,3220.702126,3265.846974,3323.797254,3385.434222
