Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Asia,º Asia,1961,EFConsPerCap,0.0317449293533783,0.246451579471227,0.312429991572761,0.0592811870276036,0.257563075526814,0.089960376443144,0.997431139394928,,null
Asia,º Asia,1961,BiocapPerCap,0.0317449293533783,0,0.296445049158741,0.210783989210188,0.410416131305107,0.089591054036961,1.03898115306437,,null
Asia,º Asia,1962,BiocapPerCap,0.0332576915218341,0,0.306383565119808,0.206220110217802,0.400787099474303,0.0884003154151438,1.03504878174889,,null
Asia,º Asia,1962,EFConsPerCap,0.0332576915218341,0.230799979472478,0.319105150625239,0.0605651888946288,0.24949644348458,0.0873866494309723,0.980611103429733,,null
Asia,º Asia,1963,BiocapPerCap,0.033097105624224,0,0.303943336072546,0.201412852278648,0.390396188568471,0.0868974524353835,1.01574693497927,,null
Asia,º Asia,1963,EFConsPerCap,0.033097105624224,0.243571441715154,0.320439270611811,0.0606357785067856,0.246237534557742,0.0879162727590636,0.991897403774779,,null
Asia,º Asia,1964,EFConsPerCap,0.0345338075375062,0.253390557012835,0.324945496349596,0.0550532087350177,0.248846721929033,0.0853514869950287,1.00212127855902,,null
Asia,º Asia,1964,BiocapPerCap,0.0345338075375062,0,0.307147808933792,0.196770609684639,0.381674517801539,0.085644662134468,1.00577140609194,,null
Asia,º Asia,1965,EFConsPerCap,0.035887248121501,0.268707179449376,0.326922400694691,0.0581308691638353,0.246311864981611,0.0852687599945507,1.02122832240557,,null
Asia,º Asia,1965,BiocapPerCap,0.035887248121501,0,0.306810714894128,0.191747856415475,0.372051454000978,0.0842902784416655,0.990787551873748,,null
Asia,º Asia,1966,BiocapPerCap,0.0379486492795957,0,0.314487883707319,0.187248285624896,0.361875599537798,0.0831066034121782,0.984667021561787,,null
Asia,º Asia,1966,EFConsPerCap,0.0379486492795957,0.295773470388563,0.336269887306996,0.059787936541587,0.244686150681109,0.0866451778942937,1.06111127209214,,null
Asia,º Asia,1967,BiocapPerCap,0.0389121207363861,0,0.318425418668645,0.182221599709119,0.352548466661189,0.0815762554957975,0.973683861271137,,null
Asia,º Asia,1967,EFConsPerCap,0.0389121207363861,0.299662047171569,0.341515857945326,0.0620308127675656,0.244662121779687,0.085072671729036,1.07185563212957,,null
Asia,º Asia,1968,EFConsPerCap,0.0387595359507434,0.31945544120021,0.335249768350234,0.0634695024498463,0.242115131875374,0.0850597603929167,1.08410914021932,,null
Asia,º Asia,1968,BiocapPerCap,0.0387595359507434,0,0.314318024546952,0.177408516596267,0.341356422600846,0.0802293884350411,0.952071888129848,,null
Asia,º Asia,1969,BiocapPerCap,0.0397669006799441,0,0.317734449930143,0.171855916383842,0.330768819764334,0.0785438970729275,0.938669983831191,,null
Asia,º Asia,1969,EFConsPerCap,0.0397669006799441,0.356306178103568,0.337638743221653,0.0614775323495755,0.237060948059519,0.0846655339004676,1.11691583631473,,null
Asia,º Asia,1970,BiocapPerCap,0.0421266007771144,0,0.329354879185283,0.168051353241424,0.321462097539774,0.0776919144970566,0.938686845240652,,null
Asia,º Asia,1970,EFConsPerCap,0.0421266007771144,0.412133622659075,0.353847569754695,0.060203771927301,0.234436421423336,0.0845678874118134,1.18731587395333,,null
Asia,º Asia,1971,BiocapPerCap,0.0428034355995932,0,0.330761096875405,0.162693457102027,0.302211540544154,0.074421434518197,0.912890964639376,,null
Asia,º Asia,1971,EFConsPerCap,0.0428034355995932,0.422178002736588,0.349898037289543,0.0589842904720976,0.22761757370602,0.0805362062532033,1.18201754605705,,null
